message_type,occurence_timestamp,timeStampUTC,author,content,message,emoji,text_content
Chat Message,3:36:10,2026-01-24 11:01:35.320451,@Istaziyah,"{'message': 'apa coba ', 'emoji': [], 'text_content': 'apa coba '}",apa coba ,[],apa coba 
Chat Message,3:36:10,2026-01-24 11:01:35.792481,@ReganRorr,"{'message': 'uranus hyper ', 'emoji': [], 'text_content': 'uranus hyper '}",uranus hyper ,[],uranus hyper 
Chat Message,3:36:10,2026-01-24 11:01:36.014948,@syukurandhika5380,"{'message': 'nt ae ', 'emoji': [], 'text_content': 'nt ae '}",nt ae ,[],nt ae 
Chat Message,3:36:11,2026-01-24 11:01:36.002591,@Mibombo-n4n,"{'message': 'apalah ini uranus jung ', 'emoji': [], 'text_content': 'apalah ini uranus jung '}",apalah ini uranus jung ,[],apalah ini uranus jung 
Chat Message,3:36:11,2026-01-24 11:01:36.088609,@tidakadanama2152,"{'message': 'hyper oon eug ', 'emoji': [], 'text_content': 'hyper oon eug '}",hyper oon eug ,[],hyper oon eug 
Chat Message,3:36:11,2026-01-24 11:01:36.263147,@prayogaananda7734,"{'message': '#CUMAEVOS ', 'emoji': [], 'text_content': '#CUMAEVOS '}",#CUMAEVOS ,[],#CUMAEVOS 
Chat Message,3:36:11,2026-01-24 11:01:36.373645,@ucokbaba8912,"{'message': 'early ga ada damage late game jadi krupuk ', 'emoji': [], 'text_content': 'early ga ada damage late game jadi krupuk '}",early ga ada damage late game jadi krupuk ,[],early ga ada damage late game jadi krupuk 
Chat Message,3:36:11,2026-01-24 11:01:36.287208,@Hrry56,"{'message': 'kalah ni dr draft pick g ad damage fokus def doang ', 'emoji': [], 'text_content': 'kalah ni dr draft pick g ad damage fokus def doang '}",kalah ni dr draft pick g ad damage fokus def doang ,[],kalah ni dr draft pick g ad damage fokus def doang 
Chat Message,3:36:11,2026-01-24 11:01:36.429996,@chaachi-f7d,"{'message': 'NT AE ', 'emoji': [], 'text_content': 'NT AE '}",NT AE ,[],NT AE 
Chat Message,3:36:11,2026-01-24 11:01:36.749239,@tiaraputri-e8e,"{'message': 'draft kocak ', 'emoji': [], 'text_content': 'draft kocak '}",draft kocak ,[],draft kocak 
Chat Message,3:36:11,2026-01-24 11:01:36.737999,@MonkeyDLuffi17,"{'message': 'Match penting malah ngasal pick hero  $😭 ', 'emoji': [{'name': '😭', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f62d/72.png'}], 'text_content': 'Match penting malah ngasal pick hero  '}",Match penting malah ngasal pick hero  $😭 ,"[{'name': '😭', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f62d/72.png'}]",Match penting malah ngasal pick hero  
Chat Message,3:36:11,2026-01-24 11:01:36.762220,@herusetiiawan169,"{'message': 'TUTOR MM ', 'emoji': [], 'text_content': 'TUTOR MM '}",TUTOR MM ,[],TUTOR MM 
Chat Message,3:36:11,2026-01-24 11:01:36.768494,@Rey-ofc29,"{'message': 'NT ALTER EGO ', 'emoji': [], 'text_content': 'NT ALTER EGO '}",NT ALTER EGO ,[],NT ALTER EGO 
Chat Message,3:36:11,2026-01-24 11:01:36.771727,@mpotgumush1969,"{'message': 'Kurang damage ', 'emoji': [], 'text_content': 'Kurang damage '}",Kurang damage ,[],Kurang damage 
Chat Message,3:36:11,2026-01-24 11:01:36.871264,@IzamIzam-c3y,"{'message': 'kalah menag tetap AE ', 'emoji': [], 'text_content': 'kalah menag tetap AE '}",kalah menag tetap AE ,[],kalah menag tetap AE 
Chat Message,3:36:11,2026-01-24 11:01:36.967845,@gekkou-x.x,"{'message': 'apalah mage geli2 $face-blue-smiling ', 'emoji': [{'name': 'face-blue-smiling', 'isCustom': True, 'imageUrl': 'https://yt3.ggpht.com/cktIaPxFwnrPwn-alHvnvedHLUJwbHi8HCK3AgbHpphrMAW99qw0bDfxuZagSY5ieE9BBrA=w48-h48-c-k-nd'}], 'text_content': 'apalah mage geli2 '}",apalah mage geli2 $face-blue-smiling ,"[{'name': 'face-blue-smiling', 'isCustom': True, 'imageUrl': 'https://yt3.ggpht.com/cktIaPxFwnrPwn-alHvnvedHLUJwbHi8HCK3AgbHpphrMAW99qw0bDfxuZagSY5ieE9BBrA=w48-h48-c-k-nd'}]",apalah mage geli2 
Chat Message,3:36:11,2026-01-24 11:01:36.986641,@joestory41,"{'message': 'kocak uranus jung ', 'emoji': [], 'text_content': 'kocak uranus jung '}",kocak uranus jung ,[],kocak uranus jung 
Chat Message,3:36:11,2026-01-24 11:01:37.032911,@AnggiBkl-f3l,"{'message': 'hadehhhh ', 'emoji': [], 'text_content': 'hadehhhh '}",hadehhhh ,[],hadehhhh 
Chat Message,3:36:12,2026-01-24 11:01:36.980868,@intanalifiya6850,"{'message': 'kok bisa yaaa ', 'emoji': [], 'text_content': 'kok bisa yaaa '}",kok bisa yaaa ,[],kok bisa yaaa 
Chat Message,3:36:12,2026-01-24 11:01:37.078868,@raziqch7518,"{'message': 'mksih ae udh berjuang di m7 ', 'emoji': [], 'text_content': 'mksih ae udh berjuang di m7 '}",mksih ae udh berjuang di m7 ,[],mksih ae udh berjuang di m7 
Chat Message,3:36:12,2026-01-24 11:01:37.192071,@fernandohasugian4498,"{'message': 'coba coba di match penentuan ', 'emoji': [], 'text_content': 'coba coba di match penentuan '}",coba coba di match penentuan ,[],coba coba di match penentuan 
Chat Message,3:36:12,2026-01-24 11:01:37.279293,@afrizal9078,"{'message': 'WALAWE MALAH NYOBA-NYOBA ', 'emoji': [], 'text_content': 'WALAWE MALAH NYOBA-NYOBA '}",WALAWE MALAH NYOBA-NYOBA ,[],WALAWE MALAH NYOBA-NYOBA 
Chat Message,3:36:12,2026-01-24 11:01:37.384343,@iwanparhusip6562,"{'message': 'lebih baik balmond tukang pasak  $🤣 $🤣 ', 'emoji': [{'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}], 'text_content': 'lebih baik balmond tukang pasak  '}",lebih baik balmond tukang pasak  $🤣 $🤣 ,"[{'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}]",lebih baik balmond tukang pasak  
Chat Message,3:36:12,2026-01-24 11:01:37.340756,@Bagas-bu7jo,"{'message': 'Nt ', 'emoji': [], 'text_content': 'Nt '}",Nt ,[],Nt 
Chat Message,3:36:12,2026-01-24 11:01:37.705161,@WannMore-g8h,"{'message': 'doa ajh guys,, ', 'emoji': [], 'text_content': 'doa ajh guys,, '}","doa ajh guys,, ",[],"doa ajh guys,, "
Chat Message,3:36:12,2026-01-24 11:01:37.965956,@Gera--,"{'message': 'nt ', 'emoji': [], 'text_content': 'nt '}",nt ,[],nt 
Chat Message,3:36:12,2026-01-24 11:01:37.926559,@fatih_azhar1452,"{'message': '#CUMA EVOSSS ', 'emoji': [], 'text_content': '#CUMA EVOSSS '}",#CUMA EVOSSS ,[],#CUMA EVOSSS 
Chat Message,3:36:13,2026-01-24 11:01:38.000303,@xintinggg123,"{'message': 'KOAWAOWKOAKWOW NT NT ', 'emoji': [], 'text_content': 'KOAWAOWKOAKWOW NT NT '}",KOAWAOWKOAKWOW NT NT ,[],KOAWAOWKOAKWOW NT NT 
Chat Message,3:36:13,2026-01-24 11:01:38.051016,@Rafal-j7h,"{'message': 'KEBIASAAN DIAKHIR MALAH EKSPERIMEN ', 'emoji': [], 'text_content': 'KEBIASAAN DIAKHIR MALAH EKSPERIMEN '}",KEBIASAAN DIAKHIR MALAH EKSPERIMEN ,[],KEBIASAAN DIAKHIR MALAH EKSPERIMEN 
Chat Message,3:36:13,2026-01-24 11:01:38.424768,@DistricFam,"{'message': 'Gw pernah Pake uranus Jungle menang TPI roam saber ', 'emoji': [], 'text_content': 'Gw pernah Pake uranus Jungle menang TPI roam saber '}",Gw pernah Pake uranus Jungle menang TPI roam saber ,[],Gw pernah Pake uranus Jungle menang TPI roam saber 
Chat Message,3:36:13,2026-01-24 11:01:38.542618,@UmarZain-l3g,"{'message': 'kalah ', 'emoji': [], 'text_content': 'kalah '}",kalah ,[],kalah 
Chat Message,3:36:13,2026-01-24 11:01:38.613839,@YusufIskandar-t9v,"{'message': 'yahh kalahh ae ', 'emoji': [], 'text_content': 'yahh kalahh ae '}",yahh kalahh ae ,[],yahh kalahh ae 
Chat Message,3:36:13,2026-01-24 11:01:38.640891,@andraisnugrah,"{'message': 'keewa gw ma ae ', 'emoji': [], 'text_content': 'keewa gw ma ae '}",keewa gw ma ae ,[],keewa gw ma ae 
Chat Message,3:36:13,2026-01-24 11:01:38.970765,@maduraexcited,"{'message': 'ga pantes jadi coach xeper cocok nya jadi judi online ', 'emoji': [], 'text_content': 'ga pantes jadi coach xeper cocok nya jadi judi online '}",ga pantes jadi coach xeper cocok nya jadi judi online ,[],ga pantes jadi coach xeper cocok nya jadi judi online 
Chat Message,3:36:14,2026-01-24 11:01:39.147501,@patrickjenius3817,"{'message': 'bawa let ', 'emoji': [], 'text_content': 'bawa let '}",bawa let ,[],bawa let 
Chat Message,3:36:14,2026-01-24 11:01:39.404657,@Trollsam94,"{'message': 'mending julian ', 'emoji': [], 'text_content': 'mending julian '}",mending julian ,[],mending julian 
Chat Message,3:36:14,2026-01-24 11:01:39.345695,@sanji2509,"{'message': 'njirrr apalah jungler yunus ', 'emoji': [], 'text_content': 'njirrr apalah jungler yunus '}",njirrr apalah jungler yunus ,[],njirrr apalah jungler yunus 
Chat Message,3:36:14,2026-01-24 11:01:39.380678,@StevanWilliam-bs4fq,"{'message': 'kenapa kepikiran sihhh jungler uranus ', 'emoji': [], 'text_content': 'kenapa kepikiran sihhh jungler uranus '}",kenapa kepikiran sihhh jungler uranus ,[],kenapa kepikiran sihhh jungler uranus 
Chat Message,3:36:14,2026-01-24 11:01:39.627189,@snndngnnac,"{'message': 'demi... ', 'emoji': [], 'text_content': 'demi... '}",demi... ,[],demi... 
Chat Message,3:36:14,2026-01-24 11:01:39.805056,@auliarahmah6461,"{'message': 'Wkwkwkw uranus ampun ', 'emoji': [], 'text_content': 'Wkwkwkw uranus ampun '}",Wkwkwkw uranus ampun ,[],Wkwkwkw uranus ampun 
Chat Message,3:36:14,2026-01-24 11:01:39.811123,@YumaenyuMobile,"{'message': 'match poin malah ngprank ', 'emoji': [], 'text_content': 'match poin malah ngprank '}",match poin malah ngprank ,[],match poin malah ngprank 
Chat Message,3:36:14,2026-01-24 11:01:39.911180,@fanzalna4248,"{'message': 'SUREN DAH SUREN ', 'emoji': [], 'text_content': 'SUREN DAH SUREN '}",SUREN DAH SUREN ,[],SUREN DAH SUREN 
Chat Message,3:36:14,2026-01-24 11:01:39.901262,@OminMoroi87,"{'message': 'ya beginilah indo, udh penentuan baru kluarkan hal2 aneh.. ', 'emoji': [], 'text_content': 'ya beginilah indo, udh penentuan baru kluarkan hal2 aneh.. '}","ya beginilah indo, udh penentuan baru kluarkan hal2 aneh.. ",[],"ya beginilah indo, udh penentuan baru kluarkan hal2 aneh.. "
Chat Message,3:36:15,2026-01-24 11:01:40.020119,@lemontea2158,"{'message': 'kenapa jungle uranus ', 'emoji': [], 'text_content': 'kenapa jungle uranus '}",kenapa jungle uranus ,[],kenapa jungle uranus 
Chat Message,3:36:15,2026-01-24 11:01:40.092181,@zulvianakotrunnada9648,"{'message': 'pulang pulang ', 'emoji': [], 'text_content': 'pulang pulang '}",pulang pulang ,[],pulang pulang 
Chat Message,3:36:15,2026-01-24 11:01:40.233259,@3ple-easee,"{'message': 'menang ini ae ', 'emoji': [], 'text_content': 'menang ini ae '}",menang ini ae ,[],menang ini ae 
Chat Message,3:36:15,2026-01-24 11:01:40.324015,@nwiwahaaz4664,"{'message': 'ALEKK ANOMALI ', 'emoji': [], 'text_content': 'ALEKK ANOMALI '}",ALEKK ANOMALI ,[],ALEKK ANOMALI 
Chat Message,3:36:15,2026-01-24 11:01:40.276303,@jamilkalem3659,"{'message': 'jungle juga ngawur ', 'emoji': [], 'text_content': 'jungle juga ngawur '}",jungle juga ngawur ,[],jungle juga ngawur 
Chat Message,3:36:15,2026-01-24 11:01:40.489443,@saleho_7736,"{'message': 'gak niat menNg ', 'emoji': [], 'text_content': 'gak niat menNg '}",gak niat menNg ,[],gak niat menNg 
Chat Message,3:36:15,2026-01-24 11:01:40.501056,@devioktavianti985,"{'message': 'freya di ben kah tadi ', 'emoji': [], 'text_content': 'freya di ben kah tadi '}",freya di ben kah tadi ,[],freya di ben kah tadi 
Chat Message,3:36:15,2026-01-24 11:01:40.553671,@ZoldyckPlaystation,"{'message': 'setingan ini, sengaja kalah ', 'emoji': [], 'text_content': 'setingan ini, sengaja kalah '}","setingan ini, sengaja kalah ",[],"setingan ini, sengaja kalah "
Chat Message,3:36:15,2026-01-24 11:01:40.587357,@fahrel5818,"{'message': 'draft apa ini njirr ', 'emoji': [], 'text_content': 'draft apa ini njirr '}",draft apa ini njirr ,[],draft apa ini njirr 
Chat Message,3:36:15,2026-01-24 11:01:40.870189,@Weiss14,"{'message': 'nt ', 'emoji': [], 'text_content': 'nt '}",nt ,[],nt 
Chat Message,3:36:15,2026-01-24 11:01:40.995875,@nicekun933,"{'message': 'kurang damage ', 'emoji': [], 'text_content': 'kurang damage '}",kurang damage ,[],kurang damage 
Chat Message,3:36:16,2026-01-24 11:01:40.981692,@DiaNa-sz2zl,"{'message': 'terpaksa wee itu uranus ', 'emoji': [], 'text_content': 'terpaksa wee itu uranus '}",terpaksa wee itu uranus ,[],terpaksa wee itu uranus 
Chat Message,3:36:16,2026-01-24 11:01:41.073704,@muhammadzhafran3002,"{'message': 'pulang pulang ', 'emoji': [], 'text_content': 'pulang pulang '}",pulang pulang ,[],pulang pulang 
Chat Message,3:36:16,2026-01-24 11:01:41.171103,@putuarjaya2927,"{'message': 'smngt ae ', 'emoji': [], 'text_content': 'smngt ae '}",smngt ae ,[],smngt ae 
Chat Message,3:36:16,2026-01-24 11:01:41.107364,@lunaamaharani,"{'message': 'dahla nt ', 'emoji': [], 'text_content': 'dahla nt '}",dahla nt ,[],dahla nt 
Chat Message,3:36:16,2026-01-24 11:01:41.192063,@danielianArviandi,"{'message': 'kalah ngk pa2 yg penting cair  $😜 $😜 ', 'emoji': [{'name': '😜', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f61c/72.png'}, {'name': '😜', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f61c/72.png'}], 'text_content': 'kalah ngk pa2 yg penting cair  '}",kalah ngk pa2 yg penting cair  $😜 $😜 ,"[{'name': '😜', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f61c/72.png'}, {'name': '😜', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f61c/72.png'}]",kalah ngk pa2 yg penting cair  
Chat Message,3:36:16,2026-01-24 11:01:41.253020,@mazboyy22,"{'message': 'sayonara untuk ae dah lah udah dari draft gak ada cc yang pasti ', 'emoji': [], 'text_content': 'sayonara untuk ae dah lah udah dari draft gak ada cc yang pasti '}",sayonara untuk ae dah lah udah dari draft gak ada cc yang pasti ,[],sayonara untuk ae dah lah udah dari draft gak ada cc yang pasti 
Chat Message,3:36:16,2026-01-24 11:01:41.252181,@Abiiiiizz_,"{'message': 'serang xepher kalo kalah ', 'emoji': [], 'text_content': 'serang xepher kalo kalah '}",serang xepher kalo kalah ,[],serang xepher kalo kalah 
Chat Message,3:36:16,2026-01-24 11:01:41.274554,@yobawahid9767,"{'message': 'pulang ', 'emoji': [], 'text_content': 'pulang '}",pulang ,[],pulang 
Chat Message,3:36:16,2026-01-24 11:01:41.705400,@nezaaaxml,"{'message': 'macth penentuan gini malah coba coba ', 'emoji': [], 'text_content': 'macth penentuan gini malah coba coba '}",macth penentuan gini malah coba coba ,[],macth penentuan gini malah coba coba 
Chat Message,3:36:16,2026-01-24 11:01:41.624751,@AkfiWahdiyansyah,"{'message': 'hero zoning semua tl ', 'emoji': [], 'text_content': 'hero zoning semua tl '}",hero zoning semua tl ,[],hero zoning semua tl 
Chat Message,3:36:16,2026-01-24 11:01:41.666167,@TarunaKiswara,"{'message': 'kalah draft doang jie ', 'emoji': [], 'text_content': 'kalah draft doang jie '}",kalah draft doang jie ,[],kalah draft doang jie 
Chat Message,3:36:16,2026-01-24 11:01:41.660532,@aliamar4414,"{'message': 'knpa sih, padahal ini game penantuam ', 'emoji': [], 'text_content': 'knpa sih, padahal ini game penantuam '}","knpa sih, padahal ini game penantuam ",[],"knpa sih, padahal ini game penantuam "
Chat Message,3:36:16,2026-01-24 11:01:41.766337,@Leess2503,"{'message': 'kocak Uranus ', 'emoji': [], 'text_content': 'kocak Uranus '}",kocak Uranus ,[],kocak Uranus 
Chat Message,3:36:16,2026-01-24 11:01:41.815090,@kopitubruk3105,"{'message': 'draft terakhir dibisikin si acil ', 'emoji': [], 'text_content': 'draft terakhir dibisikin si acil '}",draft terakhir dibisikin si acil ,[],draft terakhir dibisikin si acil 
Chat Message,3:36:16,2026-01-24 11:01:41.869071,@andraisnugrah,"{'message': 'nt ', 'emoji': [], 'text_content': 'nt '}",nt ,[],nt 
Chat Message,3:36:16,2026-01-24 11:01:41.848797,@mohammadridlo390,"{'message': 'nt ae ', 'emoji': [], 'text_content': 'nt ae '}",nt ae ,[],nt ae 
Chat Message,3:36:16,2026-01-24 11:01:41.843555,@MikuXfditzXjisuuXmina,"{'message': 'nicr ', 'emoji': [], 'text_content': 'nicr '}",nicr ,[],nicr 
Chat Message,3:36:16,2026-01-24 11:01:42.015145,@Freyaamobaa,"{'message': 'martis bisa pdahal tdii ', 'emoji': [], 'text_content': 'martis bisa pdahal tdii '}",martis bisa pdahal tdii ,[],martis bisa pdahal tdii 
Chat Message,3:36:17,2026-01-24 11:01:42.564782,@m.abdanhamdani4516,"{'message': 'udah pulang"" ', 'emoji': [], 'text_content': 'udah pulang"" '}","udah pulang"" ",[],"udah pulang"" "
Chat Message,3:36:17,2026-01-24 11:01:42.570438,@VillainSb-q2f,"{'message': 'gw tetap dukung lu meskipun gw sonic ', 'emoji': [], 'text_content': 'gw tetap dukung lu meskipun gw sonic '}",gw tetap dukung lu meskipun gw sonic ,[],gw tetap dukung lu meskipun gw sonic 
Chat Message,3:36:17,2026-01-24 11:01:42.605790,@heromlbb3422,"{'message': 'suka banget pake zuxin aj ', 'emoji': [], 'text_content': 'suka banget pake zuxin aj '}",suka banget pake zuxin aj ,[],suka banget pake zuxin aj 
Chat Message,3:36:17,2026-01-24 11:01:42.608772,@stecuboyyy,"{'message': 'uranus jung? ', 'emoji': [], 'text_content': 'uranus jung? '}",uranus jung? ,[],uranus jung? 
Chat Message,3:36:17,2026-01-24 11:01:42.859684,@azzuhrisan3030,"{'message': 'pick maksa ', 'emoji': [], 'text_content': 'pick maksa '}",pick maksa ,[],pick maksa 
Chat Message,3:36:18,2026-01-24 11:01:43.456309,@zulhemdihasra1276,"{'message': 'kok g yapping lgi sihh $🥱 ', 'emoji': [{'name': '🥱', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f971/72.png'}], 'text_content': 'kok g yapping lgi sihh '}",kok g yapping lgi sihh $🥱 ,"[{'name': '🥱', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f971/72.png'}]",kok g yapping lgi sihh 
Chat Message,3:36:18,2026-01-24 11:01:43.547418,@RidhoBahari-o5o,"{'message': 'pasif AE aktif ', 'emoji': [], 'text_content': 'pasif AE aktif '}",pasif AE aktif ,[],pasif AE aktif 
Chat Message,3:36:18,2026-01-24 11:01:43.532817,@ZeoltZero,"{'message': 'no perwakilan indo pulang ', 'emoji': [], 'text_content': 'no perwakilan indo pulang '}",no perwakilan indo pulang ,[],no perwakilan indo pulang 
Chat Message,3:36:18,2026-01-24 11:01:43.696937,@Syifa_1245,"{'message': 'mau menang ga sih ', 'emoji': [], 'text_content': 'mau menang ga sih '}",mau menang ga sih ,[],mau menang ga sih 
Chat Message,3:36:18,2026-01-24 11:01:43.726125,@agungch2110,"{'message': 'PULANG AJA LANGSUNG SUREN ', 'emoji': [], 'text_content': 'PULANG AJA LANGSUNG SUREN '}",PULANG AJA LANGSUNG SUREN ,[],PULANG AJA LANGSUNG SUREN 
Chat Message,3:36:18,2026-01-24 11:01:43.715133,@zarkasihart6061,"{'message': 'nt ae ', 'emoji': [], 'text_content': 'nt ae '}",nt ae ,[],nt ae 
Chat Message,3:36:18,2026-01-24 11:01:43.814383,@kholisnoor-ff4es,"{'message': 'LOLLL ', 'emoji': [], 'text_content': 'LOLLL '}",LOLLL ,[],LOLLL 
Chat Message,3:36:19,2026-01-24 11:01:44.320034,@jibrilzaky7963,"{'message': 'jirr ga level coba"" di rank ', 'emoji': [], 'text_content': 'jirr ga level coba"" di rank '}","jirr ga level coba"" di rank ",[],"jirr ga level coba"" di rank "
Chat Message,3:36:19,2026-01-24 11:01:44.241824,@hidayatulkhairi6733,"{'message': 'nt ', 'emoji': [], 'text_content': 'nt '}",nt ,[],nt 
Chat Message,3:36:19,2026-01-24 11:01:44.352889,@LeoPutra-q4r2v,"{'message': 'banyak hyper lain ', 'emoji': [], 'text_content': 'banyak hyper lain '}",banyak hyper lain ,[],banyak hyper lain 
Chat Message,3:36:19,2026-01-24 11:01:44.382269,@rimbasastiaputra8020,"{'message': 'setingan atau knpa ini ', 'emoji': [], 'text_content': 'setingan atau knpa ini '}",setingan atau knpa ini ,[],setingan atau knpa ini 
Chat Message,3:36:19,2026-01-24 11:01:44.469041,@bayulegianis1995,"{'message': 'lebih mending main ailus jug ', 'emoji': [], 'text_content': 'lebih mending main ailus jug '}",lebih mending main ailus jug ,[],lebih mending main ailus jug 
Chat Message,3:36:19,2026-01-24 11:01:44.578665,@indahagustina1871,"{'message': 'uranus cuk ', 'emoji': [], 'text_content': 'uranus cuk '}",uranus cuk ,[],uranus cuk 
Chat Message,3:36:19,2026-01-24 11:01:44.832357,@IbnuAbbas-v9j,"{'message': 'SUMPAH BUBARR CO ', 'emoji': [], 'text_content': 'SUMPAH BUBARR CO '}",SUMPAH BUBARR CO ,[],SUMPAH BUBARR CO 
Chat Message,3:36:19,2026-01-24 11:01:44.809006,@yanimuhammad9300,"{'message': 'nyoba hero di m7 $😹 ', 'emoji': [{'name': '😹', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f639/72.png'}], 'text_content': 'nyoba hero di m7 '}",nyoba hero di m7 $😹 ,"[{'name': '😹', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f639/72.png'}]",nyoba hero di m7 
Chat Message,3:36:19,2026-01-24 11:01:44.939778,@geryadityakiansantang4003,"{'message': 'LEOMORR BAN AJA KOCAK, MALAH HYPER URANUS ', 'emoji': [], 'text_content': 'LEOMORR BAN AJA KOCAK, MALAH HYPER URANUS '}","LEOMORR BAN AJA KOCAK, MALAH HYPER URANUS ",[],"LEOMORR BAN AJA KOCAK, MALAH HYPER URANUS "
Chat Message,3:36:20,2026-01-24 11:01:45.014905,@revanidwiramadhani7450,"{'message': 'hadehh ', 'emoji': [], 'text_content': 'hadehh '}",hadehh ,[],hadehh 
Chat Message,3:36:20,2026-01-24 11:01:45.288362,@AnasKorn,"{'message': 'TOLL 4JNG ', 'emoji': [], 'text_content': 'TOLL 4JNG '}",TOLL 4JNG ,[],TOLL 4JNG 
Chat Message,3:36:20,2026-01-24 11:01:45.274423,@arsaa511,"{'message': 'nt ae good luck tlph ', 'emoji': [], 'text_content': 'nt ae good luck tlph '}",nt ae good luck tlph ,[],nt ae good luck tlph 
Chat Message,3:36:20,2026-01-24 11:01:45.590964,@Rafi-zr8ji,"{'message': 'TLPH FULL SENYUM WOK ', 'emoji': [], 'text_content': 'TLPH FULL SENYUM WOK '}",TLPH FULL SENYUM WOK ,[],TLPH FULL SENYUM WOK 
Chat Message,3:36:20,2026-01-24 11:01:45.834017,@yobawahid9767,"{'message': 'indo pulang ', 'emoji': [], 'text_content': 'indo pulang '}",indo pulang ,[],indo pulang 
Chat Message,3:36:21,2026-01-24 11:01:46.184277,@Sandy-S16,"{'message': 'kemaren aja di final mpl pick Uranus kalah ', 'emoji': [], 'text_content': 'kemaren aja di final mpl pick Uranus kalah '}",kemaren aja di final mpl pick Uranus kalah ,[],kemaren aja di final mpl pick Uranus kalah 
Chat Message,3:36:21,2026-01-24 11:01:46.204298,@Fhmii31,"{'message': 'suren ', 'emoji': [], 'text_content': 'suren '}",suren ,[],suren 
Chat Message,3:36:21,2026-01-24 11:01:46.555535,@realdkkk,"{'message': 'laga seting ', 'emoji': [], 'text_content': 'laga seting '}",laga seting ,[],laga seting 
Chat Message,3:36:21,2026-01-24 11:01:46.611143,@arifmedan771,"{'message': 'NT AE ', 'emoji': [], 'text_content': 'NT AE '}",NT AE ,[],NT AE 
Chat Message,3:36:21,2026-01-24 11:01:46.659810,@H3ndExCocacc,"{'message': 'AE $✈ AE $✈ ', 'emoji': [{'name': '✈', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/2708/72.png'}, {'name': '✈', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/2708/72.png'}], 'text_content': 'AE AE '}",AE $✈ AE $✈ ,"[{'name': '✈', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/2708/72.png'}, {'name': '✈', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/2708/72.png'}]",AE AE 
Chat Message,3:36:21,2026-01-24 11:01:46.845618,@faturrahmanambiya6935,"{'message': 'udh² ae balik ke gh ngpain masih duduk di situ lawak ', 'emoji': [], 'text_content': 'udh² ae balik ke gh ngpain masih duduk di situ lawak '}",udh² ae balik ke gh ngpain masih duduk di situ lawak ,[],udh² ae balik ke gh ngpain masih duduk di situ lawak 
Chat Message,3:36:21,2026-01-24 11:01:46.917629,@tresnaalamsyahida4890,"{'message': 'kok pick uranus ', 'emoji': [], 'text_content': 'kok pick uranus '}",kok pick uranus ,[],kok pick uranus 
Chat Message,3:36:21,2026-01-24 11:01:46.934810,@indogreen4292,"{'message': 'game apa ini ', 'emoji': [], 'text_content': 'game apa ini '}",game apa ini ,[],game apa ini 
Chat Message,3:36:22,2026-01-24 11:01:47.029641,@chaachi-f7d,"{'message': 'Semangat AE ', 'emoji': [], 'text_content': 'Semangat AE '}",Semangat AE ,[],Semangat AE 
Chat Message,3:36:22,2026-01-24 11:01:46.954502,@Ksatriabajahitam567,"{'message': 'kwontol ', 'emoji': [], 'text_content': 'kwontol '}",kwontol ,[],kwontol 
Chat Message,3:36:22,2026-01-24 11:01:47.634057,@gerrykurniawan9692,"{'message': 'GUNA HILDA APA KNTL ', 'emoji': [], 'text_content': 'GUNA HILDA APA KNTL '}",GUNA HILDA APA KNTL ,[],GUNA HILDA APA KNTL 
Chat Message,3:36:23,2026-01-24 11:01:48.312086,@Kuruki.,"{'message': 'ngide uranus jungle ', 'emoji': [], 'text_content': 'ngide uranus jungle '}",ngide uranus jungle ,[],ngide uranus jungle 
