message_type,occurence_timestamp,timeStampUTC,author,content,message,emoji,text_content
Chat Message,3:25:30,2026-01-24 10:50:55.099409,@yamin12345-z,"{'message': '#7 ', 'emoji': [], 'text_content': '#7 '}",#7 ,[],#7 
Chat Message,3:25:30,2026-01-24 10:50:55.222274,@fdoniaquilani9902,"{'message': 'Suport Indo ', 'emoji': [], 'text_content': 'Suport Indo '}",Suport Indo ,[],Suport Indo 
Chat Message,3:25:30,2026-01-24 10:50:55.256967,@theycalledmeamadman2772,"{'message': 'ONIC MANA BISA ', 'emoji': [], 'text_content': 'ONIC MANA BISA '}",ONIC MANA BISA ,[],ONIC MANA BISA 
Chat Message,3:25:30,2026-01-24 10:50:55.363708,@loveydumpies,"{'message': 'AE plss ', 'emoji': [], 'text_content': 'AE plss '}",AE plss ,[],AE plss 
Chat Message,3:25:30,2026-01-24 10:50:55.592918,@Amrik199,"{'message': 'hina AE biar menang terus ', 'emoji': [], 'text_content': 'hina AE biar menang terus '}",hina AE biar menang terus ,[],hina AE biar menang terus 
Chat Message,3:25:30,2026-01-24 10:50:55.658330,@reyhanpradesa,"{'message': 'bab1 ', 'emoji': [], 'text_content': 'bab1 '}",bab1 ,[],bab1 
Chat Message,3:25:30,2026-01-24 10:50:55.786273,@vegapratama-m7r,"{'message': 'JANGAN KALAH DRAF BROO ', 'emoji': [], 'text_content': 'JANGAN KALAH DRAF BROO '}",JANGAN KALAH DRAF BROO ,[],JANGAN KALAH DRAF BROO 
Chat Message,3:25:30,2026-01-24 10:50:55.921605,@RaikenAdiguna,"{'message': 'JANGAN PUJI AE GUYS, PASIF NYA NYALA ', 'emoji': [], 'text_content': 'JANGAN PUJI AE GUYS, PASIF NYA NYALA '}","JANGAN PUJI AE GUYS, PASIF NYA NYALA ",[],"JANGAN PUJI AE GUYS, PASIF NYA NYALA "
Chat Message,3:25:31,2026-01-24 10:50:55.933866,@fajarrr.01,"{'message': 'Yok AE ukir sejarah ', 'emoji': [], 'text_content': 'Yok AE ukir sejarah '}",Yok AE ukir sejarah ,[],Yok AE ukir sejarah 
Chat Message,3:25:31,2026-01-24 10:50:56.262834,@syahrulramadhan3178,"{'message': 'BISMILLAH AE MENANG ', 'emoji': [], 'text_content': 'BISMILLAH AE MENANG '}",BISMILLAH AE MENANG ,[],BISMILLAH AE MENANG 
Chat Message,3:25:31,2026-01-24 10:50:56.246570,@dpaadly,"{'message': 'TL ', 'emoji': [], 'text_content': 'TL '}",TL ,[],TL 
Chat Message,3:25:31,2026-01-24 10:50:56.291638,@danielar8655,"{'message': 'ae kasih tau siapa yang sampah ', 'emoji': [], 'text_content': 'ae kasih tau siapa yang sampah '}",ae kasih tau siapa yang sampah ,[],ae kasih tau siapa yang sampah 
Chat Message,3:25:31,2026-01-24 10:50:56.457452,@secretmistis7376,"{'message': 'bismillah AE yokkk  $🤲 $🤲 $🤲 ', 'emoji': [{'name': '🤲', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f932/72.png'}, {'name': '🤲', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f932/72.png'}, {'name': '🤲', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f932/72.png'}], 'text_content': 'bismillah AE yokkk  '}",bismillah AE yokkk  $🤲 $🤲 $🤲 ,"[{'name': '🤲', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f932/72.png'}, {'name': '🤲', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f932/72.png'}, {'name': '🤲', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f932/72.png'}]",bismillah AE yokkk  
Chat Message,3:25:31,2026-01-24 10:50:56.515511,@TesalonikaTanda-n2c2c,"{'message': 'Gogo ae ', 'emoji': [], 'text_content': 'Gogo ae '}",Gogo ae ,[],Gogo ae 
Chat Message,3:25:31,2026-01-24 10:50:56.601617,@romarama1983,"{'message': 'NGEHUJAT TEROS KALIAN BANTU SUPORT KE ALTER EGO DONG ', 'emoji': [], 'text_content': 'NGEHUJAT TEROS KALIAN BANTU SUPORT KE ALTER EGO DONG '}",NGEHUJAT TEROS KALIAN BANTU SUPORT KE ALTER EGO DONG ,[],NGEHUJAT TEROS KALIAN BANTU SUPORT KE ALTER EGO DONG 
Chat Message,3:25:31,2026-01-24 10:50:56.769381,@iqbal_maulanaa,"{'message': 'BISMILLAH AE LETS GO ', 'emoji': [], 'text_content': 'BISMILLAH AE LETS GO '}",BISMILLAH AE LETS GO ,[],BISMILLAH AE LETS GO 
Chat Message,3:25:31,2026-01-24 10:50:56.717328,@Camping.busman,"{'message': 'AE pulang ', 'emoji': [], 'text_content': 'AE pulang '}",AE pulang ,[],AE pulang 
Chat Message,3:25:31,2026-01-24 10:50:56.836177,@evosraider969,"{'message': 'ASSALAMUALAIKUM WARAHMATULLAHI WABARAKATUH SAATNYA MENGUMANDANGKAN #IZIN CUMA EVOS  $🙏 $🙏 $🙏 ', 'emoji': [{'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}, {'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}, {'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}], 'text_content': 'ASSALAMUALAIKUM WARAHMATULLAHI WABARAKATUH SAATNYA MENGUMANDANGKAN #IZIN CUMA EVOS  '}",ASSALAMUALAIKUM WARAHMATULLAHI WABARAKATUH SAATNYA MENGUMANDANGKAN #IZIN CUMA EVOS  $🙏 $🙏 $🙏 ,"[{'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}, {'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}, {'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}]",ASSALAMUALAIKUM WARAHMATULLAHI WABARAKATUH SAATNYA MENGUMANDANGKAN #IZIN CUMA EVOS  
Chat Message,3:25:31,2026-01-24 10:50:56.857872,@putriflorian3281,"{'message': 'pulang kah ini? ', 'emoji': [], 'text_content': 'pulang kah ini? '}",pulang kah ini? ,[],pulang kah ini? 
Chat Message,3:25:31,2026-01-24 10:50:56.777527,@warungmizan,"{'message': 'ppa awtis ', 'emoji': [], 'text_content': 'ppa awtis '}",ppa awtis ,[],ppa awtis 
Chat Message,3:25:31,2026-01-24 10:50:56.851477,@arsyalvaroputra,"{'message': 'LETS GOO ', 'emoji': [], 'text_content': 'LETS GOO '}",LETS GOO ,[],LETS GOO 
Chat Message,3:25:32,2026-01-24 10:50:57.107975,@kynnnnnn17,"{'message': 'Onic fans = Karbit ', 'emoji': [], 'text_content': 'Onic fans = Karbit '}",Onic fans = Karbit ,[],Onic fans = Karbit 
Chat Message,3:25:32,2026-01-24 10:50:57.609041,@FarhanArsyad-o9s,"{'message': 'aeee pokeeeee ', 'emoji': [], 'text_content': 'aeee pokeeeee '}",aeee pokeeeee ,[],aeee pokeeeee 
Chat Message,3:25:32,2026-01-24 10:50:57.633072,@davinadabi7752,"{'message': 'gooo TLPH ', 'emoji': [], 'text_content': 'gooo TLPH '}",gooo TLPH ,[],gooo TLPH 
Chat Message,3:25:32,2026-01-24 10:50:57.770735,@bennyjm1637,"{'message': '#CUMA EVOS. AE BOT ', 'emoji': [], 'text_content': '#CUMA EVOS. AE BOT '}",#CUMA EVOS. AE BOT ,[],#CUMA EVOS. AE BOT 
Chat Message,3:25:32,2026-01-24 10:50:57.742009,@mhafi7837,"{'message': 'onicsampah #kataoheb ', 'emoji': [], 'text_content': 'onicsampah #kataoheb '}",onicsampah #kataoheb ,[],onicsampah #kataoheb 
Chat Message,3:25:32,2026-01-24 10:50:57.866756,@JainurIchsan-rr1fs,"{'message': 'OHEB 4NJ ', 'emoji': [], 'text_content': 'OHEB 4NJ '}",OHEB 4NJ ,[],OHEB 4NJ 
Chat Message,3:25:32,2026-01-24 10:50:57.813639,@EkaSptra021,"{'message': 'ae ', 'emoji': [], 'text_content': 'ae '}",ae ,[],ae 
Chat Message,3:25:32,2026-01-24 10:50:57.916934,@abiyulathifferyan9859,"{'message': 'gass boyy ', 'emoji': [], 'text_content': 'gass boyy '}",gass boyy ,[],gass boyy 
Chat Message,3:25:32,2026-01-24 10:50:57.913906,@BakoySteals,"{'message': 'AEE AEEE PULANG AJ ', 'emoji': [], 'text_content': 'AEE AEEE PULANG AJ '}",AEE AEEE PULANG AJ ,[],AEE AEEE PULANG AJ 
Chat Message,3:25:33,2026-01-24 10:50:58.176367,@ZaenalDin-l6p,"{'message': 'AE bot kroco ayamm ', 'emoji': [], 'text_content': 'AE bot kroco ayamm '}",AE bot kroco ayamm ,[],AE bot kroco ayamm 
Chat Message,3:25:33,2026-01-24 10:50:58.272615,@dyper1060,"{'message': 'Aeeeeee ', 'emoji': [], 'text_content': 'Aeeeeee '}",Aeeeeee ,[],Aeeeeee 
Chat Message,3:25:33,2026-01-24 10:50:58.299740,@MoVesForward,"{'message': 'AE AEEE ', 'emoji': [], 'text_content': 'AE AEEE '}",AE AEEE ,[],AE AEEE 
Chat Message,3:25:33,2026-01-24 10:50:58.307491,@hamzahmenthil2294,"{'message': 'onic sampah ', 'emoji': [], 'text_content': 'onic sampah '}",onic sampah ,[],onic sampah 
Chat Message,3:25:33,2026-01-24 10:50:58.377319,@YeteliOpen,"{'message': 'ban freya arfy TL ', 'emoji': [], 'text_content': 'ban freya arfy TL '}",ban freya arfy TL ,[],ban freya arfy TL 
Chat Message,3:25:33,2026-01-24 10:50:58.506931,@gilbertsihasale659,"{'message': 'fanny pliss hahahah ', 'emoji': [], 'text_content': 'fanny pliss hahahah '}",fanny pliss hahahah ,[],fanny pliss hahahah 
Chat Message,3:25:33,2026-01-24 10:50:58.543750,@putraekamahardika9451,"{'message': 'kalo ae menang yg bilang ae cupu malu tuh ', 'emoji': [], 'text_content': 'kalo ae menang yg bilang ae cupu malu tuh '}",kalo ae menang yg bilang ae cupu malu tuh ,[],kalo ae menang yg bilang ae cupu malu tuh 
Chat Message,3:25:33,2026-01-24 10:50:58.651630,@Howwtofight,"{'message': 'udah kalah ini ', 'emoji': [], 'text_content': 'udah kalah ini '}",udah kalah ini ,[],udah kalah ini 
Chat Message,3:25:33,2026-01-24 10:50:58.743218,@linoomkegamss,"{'message': 'NT DAH AE, BYEE ', 'emoji': [], 'text_content': 'NT DAH AE, BYEE '}","NT DAH AE, BYEE ",[],"NT DAH AE, BYEE "
Chat Message,3:25:33,2026-01-24 10:50:58.659938,@Weyzef,"{'message': 'bismillah ', 'emoji': [], 'text_content': 'bismillah '}",bismillah ,[],bismillah 
Chat Message,3:25:33,2026-01-24 10:50:58.965574,@syamsamudra984,"{'message': 'panas panas panas ', 'emoji': [], 'text_content': 'panas panas panas '}",panas panas panas ,[],panas panas panas 
Chat Message,3:25:34,2026-01-24 10:50:59.038613,@Tukuwaktu-d7j,"{'message': 'ALTER EGO GO GOO GOOO GOOOOO ', 'emoji': [], 'text_content': 'ALTER EGO GO GOO GOOO GOOOOO '}",ALTER EGO GO GOO GOOO GOOOOO ,[],ALTER EGO GO GOO GOOO GOOOOO 
Chat Message,3:25:34,2026-01-24 10:50:59.162365,@BabangTuong,"{'message': 'AYO AE BAWA PIALA NYA KE INDONESIA,,YAKIN KALO AE JUARA KALI INI $💪🏻  SEMUANYA SERENTAK BUAT DUKUNG AE...LETSGO AEE GO GO GO ..AE MASA PRIMEE BAWA PIALANYA ', 'emoji': [{'name': '💪🏻', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f4aa_1f3fb/72.png'}], 'text_content': 'AYO AE BAWA PIALA NYA KE INDONESIA,,YAKIN KALO AE JUARA KALI INI  SEMUANYA SERENTAK BUAT DUKUNG AE...LETSGO AEE GO GO GO ..AE MASA PRIMEE BAWA PIALANYA '}","AYO AE BAWA PIALA NYA KE INDONESIA,,YAKIN KALO AE JUARA KALI INI $💪🏻  SEMUANYA SERENTAK BUAT DUKUNG AE...LETSGO AEE GO GO GO ..AE MASA PRIMEE BAWA PIALANYA ","[{'name': '💪🏻', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f4aa_1f3fb/72.png'}]","AYO AE BAWA PIALA NYA KE INDONESIA,,YAKIN KALO AE JUARA KALI INI  SEMUANYA SERENTAK BUAT DUKUNG AE...LETSGO AEE GO GO GO ..AE MASA PRIMEE BAWA PIALANYA "
Chat Message,3:25:34,2026-01-24 10:50:59.234111,@kevinfebriansyah5859,"{'message': '2,2 skor ny yaaa ', 'emoji': [], 'text_content': '2,2 skor ny yaaa '}","2,2 skor ny yaaa ",[],"2,2 skor ny yaaa "
Chat Message,3:25:34,2026-01-24 10:50:59.461002,@dpaadly,"{'message': 'TL ', 'emoji': [], 'text_content': 'TL '}",TL ,[],TL 
Chat Message,3:25:34,2026-01-24 10:50:59.536909,@gibranalvino-jv8no,"{'message': 'BADUT BADUT AE A NYA AYAMMM ', 'emoji': [], 'text_content': 'BADUT BADUT AE A NYA AYAMMM '}",BADUT BADUT AE A NYA AYAMMM ,[],BADUT BADUT AE A NYA AYAMMM 
Chat Message,3:25:34,2026-01-24 10:50:59.815230,@bahasanime4364,"{'message': 'bismillah ', 'emoji': [], 'text_content': 'bismillah '}",bismillah ,[],bismillah 
Chat Message,3:25:35,2026-01-24 10:51:00.056440,@Udin-f7o3m,"{'message': 'jgn make guinever jungler. ', 'emoji': [], 'text_content': 'jgn make guinever jungler. '}",jgn make guinever jungler. ,[],jgn make guinever jungler. 
Chat Message,3:25:35,2026-01-24 10:50:59.964291,@davidnicholasmarpaung7862,"{'message': 'ayo ae ', 'emoji': [], 'text_content': 'ayo ae '}",ayo ae ,[],ayo ae 
Chat Message,3:25:35,2026-01-24 10:51:00.058293,@akirashinji6396,"{'message': 'AElahoki ', 'emoji': [], 'text_content': 'AElahoki '}",AElahoki ,[],AElahoki 
Chat Message,3:25:35,2026-01-24 10:51:00.126141,@Zero_one-vz5,"{'message': 'AE poke ', 'emoji': [], 'text_content': 'AE poke '}",AE poke ,[],AE poke 
Chat Message,3:25:35,2026-01-24 10:51:00.264660,@ErnandyViarsa,"{'message': 'RRQ KO GA ADA ', 'emoji': [], 'text_content': 'RRQ KO GA ADA '}",RRQ KO GA ADA ,[],RRQ KO GA ADA 
Chat Message,3:25:35,2026-01-24 10:51:00.268535,@Landakungu,"{'message': 'Nafari ', 'emoji': [], 'text_content': 'Nafari '}",Nafari ,[],Nafari 
Chat Message,3:25:35,2026-01-24 10:51:00.615453,@Obh455,"{'message': 'jangan puji AE nanti pasifnya aktif ', 'emoji': [], 'text_content': 'jangan puji AE nanti pasifnya aktif '}",jangan puji AE nanti pasifnya aktif ,[],jangan puji AE nanti pasifnya aktif 
Chat Message,3:25:35,2026-01-24 10:51:00.606117,@mrdpratamaslg,"{'message': 'lets go Liquid ', 'emoji': [], 'text_content': 'lets go Liquid '}",lets go Liquid ,[],lets go Liquid 
Chat Message,3:25:35,2026-01-24 10:51:00.652257,@atrn157,"{'message': 'bismillah ae ', 'emoji': [], 'text_content': 'bismillah ae '}",bismillah ae ,[],bismillah ae 
Chat Message,3:25:35,2026-01-24 10:51:00.777336,@BamzAdiva,"{'message': 'AE gogogogo ', 'emoji': [], 'text_content': 'AE gogogogo '}",AE gogogogo ,[],AE gogogogo 
Chat Message,3:25:35,2026-01-24 10:51:00.815838,@DayatWong-o6b,"{'message': 'ae to strong ', 'emoji': [], 'text_content': 'ae to strong '}",ae to strong ,[],ae to strong 
Chat Message,3:25:35,2026-01-24 10:51:00.904945,@ademajid7177,"{'message': 'ya Allah lindungilah ae ', 'emoji': [], 'text_content': 'ya Allah lindungilah ae '}",ya Allah lindungilah ae ,[],ya Allah lindungilah ae 
Chat Message,3:25:35,2026-01-24 10:51:00.842763,@mangaep2387,"{'message': 'Pak pulung ', 'emoji': [], 'text_content': 'Pak pulung '}",Pak pulung ,[],Pak pulung 
Chat Message,3:25:36,2026-01-24 10:51:01.079312,@muhammadridwana7136,"{'message': 'ngeri ae woy ', 'emoji': [], 'text_content': 'ngeri ae woy '}",ngeri ae woy ,[],ngeri ae woy 
Chat Message,3:25:36,2026-01-24 10:51:01.125382,@kennie.6811,"{'message': 'ae bot ', 'emoji': [], 'text_content': 'ae bot '}",ae bot ,[],ae bot 
Chat Message,3:25:36,2026-01-24 10:51:01.223440,@Vanzy-Ghaib,"{'message': 'AE POKE ', 'emoji': [], 'text_content': 'AE POKE '}",AE POKE ,[],AE POKE 
Chat Message,3:25:36,2026-01-24 10:51:01.240019,@yohanescikal1435,"{'message': 'AE BOT ', 'emoji': [], 'text_content': 'AE BOT '}",AE BOT ,[],AE BOT 
Chat Message,3:25:36,2026-01-24 10:51:01.343200,@Msultan-256,"{'message': 'Alter ego semoga bawa m7 ke indonesia biar gak cuman evos yang banggain piala m1 ', 'emoji': [], 'text_content': 'Alter ego semoga bawa m7 ke indonesia biar gak cuman evos yang banggain piala m1 '}",Alter ego semoga bawa m7 ke indonesia biar gak cuman evos yang banggain piala m1 ,[],Alter ego semoga bawa m7 ke indonesia biar gak cuman evos yang banggain piala m1 
Chat Message,3:25:36,2026-01-24 10:51:01.317080,@bennyjm1637,"{'message': '#CUMA EVOS. AE BOT ', 'emoji': [], 'text_content': '#CUMA EVOS. AE BOT '}",#CUMA EVOS. AE BOT ,[],#CUMA EVOS. AE BOT 
Chat Message,3:25:36,2026-01-24 10:51:01.524887,@kalladiinginpunyaaviary,"{'message': 'LAH 2-2 KIRAIN AE KALAH $😄 $😄 $😄 ', 'emoji': [{'name': '😄', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f604/72.png'}, {'name': '😄', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f604/72.png'}, {'name': '😄', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f604/72.png'}], 'text_content': 'LAH 2-2 KIRAIN AE KALAH '}",LAH 2-2 KIRAIN AE KALAH $😄 $😄 $😄 ,"[{'name': '😄', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f604/72.png'}, {'name': '😄', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f604/72.png'}, {'name': '😄', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f604/72.png'}]",LAH 2-2 KIRAIN AE KALAH 
Chat Message,3:25:36,2026-01-24 10:51:01.574921,@nkok_bayu,"{'message': 'el hoky ', 'emoji': [], 'text_content': 'el hoky '}",el hoky ,[],el hoky 
Chat Message,3:25:36,2026-01-24 10:51:01.641651,@anggariyanto1802,"{'message': 'YG MENANG LAWAN RRQ ', 'emoji': [], 'text_content': 'YG MENANG LAWAN RRQ '}",YG MENANG LAWAN RRQ ,[],YG MENANG LAWAN RRQ 
Chat Message,3:25:37,2026-01-24 10:51:02.201036,@yanto-e70-r3m,"{'message': 'yok AE bisa  $✌ ', 'emoji': [{'name': '✌', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/270c/72.png'}], 'text_content': 'yok AE bisa  '}",yok AE bisa  $✌ ,"[{'name': '✌', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/270c/72.png'}]",yok AE bisa  
Chat Message,3:25:37,2026-01-24 10:51:02.143802,@dpaadly,"{'message': 'TL ', 'emoji': [], 'text_content': 'TL '}",TL ,[],TL 
Chat Message,3:25:37,2026-01-24 10:51:02.145481,@rizkyhaqiqih6709,"{'message': 'HUJAT AE BIAR JAGO ', 'emoji': [], 'text_content': 'HUJAT AE BIAR JAGO '}",HUJAT AE BIAR JAGO ,[],HUJAT AE BIAR JAGO 
Chat Message,3:25:37,2026-01-24 10:51:02.313225,@faisalledeh5026,"{'message': 'SAMPAH=ONIC AWOKAWOK $🤣 $🤣 $🤣 ', 'emoji': [{'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}], 'text_content': 'SAMPAH=ONIC AWOKAWOK '}",SAMPAH=ONIC AWOKAWOK $🤣 $🤣 $🤣 ,"[{'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}, {'name': '🤣', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f923/72.png'}]",SAMPAH=ONIC AWOKAWOK 
Chat Message,3:25:37,2026-01-24 10:51:02.374582,@SuhendriZhedar,"{'message': 'AE KALAH ', 'emoji': [], 'text_content': 'AE KALAH '}",AE KALAH ,[],AE KALAH 
Chat Message,3:25:37,2026-01-24 10:51:02.444839,@alvantiopermana3776,"{'message': 'AE LOL ', 'emoji': [], 'text_content': 'AE LOL '}",AE LOL ,[],AE LOL 
Chat Message,3:25:37,2026-01-24 10:51:02.513646,@theycalledmeamadman2772,"{'message': 'ONIC MANA BISA ', 'emoji': [], 'text_content': 'ONIC MANA BISA '}",ONIC MANA BISA ,[],ONIC MANA BISA 
Chat Message,3:25:37,2026-01-24 10:51:02.705995,@TeejaRama,"{'message': 'ae bot ', 'emoji': [], 'text_content': 'ae bot '}",ae bot ,[],ae bot 
Chat Message,3:25:37,2026-01-24 10:51:02.723667,@arasalmunawir,"{'message': 'Kali injk. ', 'emoji': [], 'text_content': 'Kali injk. '}",Kali injk. ,[],Kali injk. 
Chat Message,3:25:37,2026-01-24 10:51:02.722523,@ibrahimhasibuan128,"{'message': 'juara ', 'emoji': [], 'text_content': 'juara '}",juara ,[],juara 
Chat Message,3:25:37,2026-01-24 10:51:02.882762,@arsyalvaroputra,"{'message': 'LETS GO ', 'emoji': [], 'text_content': 'LETS GO '}",LETS GO ,[],LETS GO 
Chat Message,3:25:38,2026-01-24 10:51:03.134368,@shaaaaaa26,"{'message': 'AE BOT BGT ', 'emoji': [], 'text_content': 'AE BOT BGT '}",AE BOT BGT ,[],AE BOT BGT 
Chat Message,3:25:38,2026-01-24 10:51:03.153217,@sianakkulian7671,"{'message': 'AE jng pkai guin ', 'emoji': [], 'text_content': 'AE jng pkai guin '}",AE jng pkai guin ,[],AE jng pkai guin 
Chat Message,3:25:38,2026-01-24 10:51:03.176353,@AkfiWahdiyansyah,"{'message': 'ae bott bot bgt ', 'emoji': [], 'text_content': 'ae bott bot bgt '}",ae bott bot bgt ,[],ae bott bot bgt 
Chat Message,3:25:38,2026-01-24 10:51:03.357343,@bangmons99,"{'message': 'gas gass ', 'emoji': [], 'text_content': 'gas gass '}",gas gass ,[],gas gass 
Chat Message,3:25:38,2026-01-24 10:51:03.454610,@dwisaputra1618,"{'message': '#AEHOKI ', 'emoji': [], 'text_content': '#AEHOKI '}",#AEHOKI ,[],#AEHOKI 
Chat Message,3:25:38,2026-01-24 10:51:03.510768,@mhafi7837,"{'message': 'onicsampah #kataoheb ', 'emoji': [], 'text_content': 'onicsampah #kataoheb '}",onicsampah #kataoheb ,[],onicsampah #kataoheb 
Chat Message,3:25:38,2026-01-24 10:51:03.807075,@Nooviess,"{'message': '#AECUMAHOKI ', 'emoji': [], 'text_content': '#AECUMAHOKI '}",#AECUMAHOKI ,[],#AECUMAHOKI 
Chat Message,3:25:38,2026-01-24 10:51:03.701438,@BielSitinjak,"{'message': 'AKTIFKAN PASIF AE SEMUA ', 'emoji': [], 'text_content': 'AKTIFKAN PASIF AE SEMUA '}",AKTIFKAN PASIF AE SEMUA ,[],AKTIFKAN PASIF AE SEMUA 
Chat Message,3:25:38,2026-01-24 10:51:03.901040,@arulbstrd9986,"{'message': '7 ', 'emoji': [], 'text_content': '7 '}",7 ,[],7 
Chat Message,3:25:39,2026-01-24 10:51:04.076096,@evosraider969,"{'message': 'ASSALAMUALAIKUM WARAHMATULLAHI WABARAKATUH SAATNYA MENGUMANDANGKAN #IZIN CUMA EVOS  $🙏 $🙏 $🙏 ', 'emoji': [{'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}, {'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}, {'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}], 'text_content': 'ASSALAMUALAIKUM WARAHMATULLAHI WABARAKATUH SAATNYA MENGUMANDANGKAN #IZIN CUMA EVOS  '}",ASSALAMUALAIKUM WARAHMATULLAHI WABARAKATUH SAATNYA MENGUMANDANGKAN #IZIN CUMA EVOS  $🙏 $🙏 $🙏 ,"[{'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}, {'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}, {'name': '🙏', 'isCustom': False, 'imageUrl': 'https://fonts.gstatic.com/s/e/notoemoji/15.1/1f64f/72.png'}]",ASSALAMUALAIKUM WARAHMATULLAHI WABARAKATUH SAATNYA MENGUMANDANGKAN #IZIN CUMA EVOS  
Chat Message,3:25:39,2026-01-24 10:51:04.182917,@BayuIlham-h8x5v,"{'message': 'jgn pke guin plis ', 'emoji': [], 'text_content': 'jgn pke guin plis '}",jgn pke guin plis ,[],jgn pke guin plis 
Chat Message,3:25:39,2026-01-24 10:51:04.791566,@AjiUtomo-q1j,"{'message': 'ae poke ', 'emoji': [], 'text_content': 'ae poke '}",ae poke ,[],ae poke 
Chat Message,3:25:39,2026-01-24 10:51:04.832836,@signatolsains9178,"{'message': 'anj masih berharap sama ae ', 'emoji': [], 'text_content': 'anj masih berharap sama ae '}",anj masih berharap sama ae ,[],anj masih berharap sama ae 
Chat Message,3:25:39,2026-01-24 10:51:04.868767,@adhezx871,"{'message': 'hujat ae guys kata delwyn ', 'emoji': [], 'text_content': 'hujat ae guys kata delwyn '}",hujat ae guys kata delwyn ,[],hujat ae guys kata delwyn 
Chat Message,3:25:40,2026-01-24 10:51:04.937302,@andreindrawan8285,"{'message': 'AE > ONIC ', 'emoji': [], 'text_content': 'AE > ONIC '}",AE > ONIC ,[],AE > ONIC 
Chat Message,3:25:40,2026-01-24 10:51:04.962621,@PemudaLemot,"{'message': 'AE PULANG INI MAH ', 'emoji': [], 'text_content': 'AE PULANG INI MAH '}",AE PULANG INI MAH ,[],AE PULANG INI MAH 
Chat Message,3:25:40,2026-01-24 10:51:04.979391,@Rbcarmhni,"{'message': 'INSTAGRAM KALIAN EROR GAK? ', 'emoji': [], 'text_content': 'INSTAGRAM KALIAN EROR GAK? '}",INSTAGRAM KALIAN EROR GAK? ,[],INSTAGRAM KALIAN EROR GAK? 
